submitted_at,lat,lng,item,price_inr,unit,distance_km,note
2026-07-06T19:10:00+05:30,12.907122,79.093534,auto_ride,70.0,per_ride,4.6,street quote
2026-06-26T19:10:00+05:30,12.933398,79.15476,auto_ride,30.0,per_ride,1.6,street quote
2026-06-07T18:40:00+05:30,12.907394,79.092854,egg_table,6.43,per_piece,,local shop
2026-05-25T18:40:00+05:30,12.906181,79.093065,egg_table,6.94,per_piece,,local shop
2026-06-20T18:40:00+05:30,12.935319,79.155866,egg_table,7.9,per_piece,,local shop
2026-06-04T19:10:00+05:30,12.933072,79.157506,auto_ride,48.0,per_ride,3.2,street quote
2026-05-13T18:40:00+05:30,12.901236,79.142916,egg_table,6.04,per_piece,,local shop
2026-08-07T19:10:00+05:30,12.900313,79.142274,auto_ride,87.0,per_ride,5.5,street quote
2026-06-28T19:10:00+05:30,12.969827,79.133587,auto_ride,80.0,per_ride,4.4,street quote
2026-05-26T18:40:00+05:30,12.935081,79.156725,egg_table,6.89,per_piece,,local shop
2026-07-18T19:10:00+05:30,12.971864,79.133432,auto_ride,80.0,per_ride,2.3,street quote
2026-05-16T18:40:00+05:30,12.933768,79.156935,egg_table,6.68,per_piece,,local shop
,12.9165,79.1325,egg_table,8.4,per_piece,,no timestamp
2026-05-06T19:10:00+05:30,12.932875,79.155453,auto_ride,60.0,per_ride,3.7,street quote
2026-05-06T18:40:00+05:30,12.969399,79.13255,egg_table,6.88,per_piece,,local shop
2026-07-11T17:20:00+05:30,12.95,79.33,egg_table,9.66,per_piece,,single-source zone
2026-06-08T19:10:00+05:30,12.969595,79.132599,auto_ride,80.0,per_ride,2.4,street quote
2026-07-29T19:10:00+05:30,12.932361,79.15469,auto_ride,53.0,per_ride,3.5,street quote
2026-05-23T18:40:00+05:30,12.902296,79.141666,egg_table,6.51,per_piece,,local shop
2026-05-31T19:10:00+05:30,12.901053,79.142387,auto_ride,42.0,per_ride,2.6,street quote
2026-07-19T17:20:00+05:30,12.9504,79.3305,egg_table,9.98,per_piece,,single-source zone
2026-06-20T19:10:00+05:30,12.932825,79.156171,auto_ride,40.0,per_ride,2.6,street quote
2026-07-04T18:40:00+05:30,12.971725,79.132195,egg_table,9.77,per_piece,,local shop
2026-08-02T19:10:00+05:30,12.901211,79.142598,auto_ride,36.0,per_ride,2.3,street quote
2026-07-13T18:40:00+05:30,12.905654,79.094621,egg_table,8.08,per_piece,,local shop
2026-07-20T18:40:00+05:30,12.898676,79.141857,egg_table,8.7,per_piece,,local shop
2026-07-14T17:20:00+05:30,12.9504,79.3305,egg_table,9.94,per_piece,,single-source zone
2026-06-09T18:40:00+05:30,12.969852,79.132037,egg_table,9.54,per_piece,,local shop
2026-05-21T19:10:00+05:30,12.906164,79.093185,auto_ride,58.0,per_ride,3.6,street quote
2026-06-11T18:40:00+05:30,12.970194,79.132901,egg_table,9.33,per_piece,,local shop
2026-06-10T19:10:00+05:30,12.902832,79.143162,auto_ride,68.0,per_ride,4.5,street quote
2026-05-31T18:40:00+05:30,12.968969,79.133125,egg_table,7.0,per_piece,,local shop
2026-06-11T18:40:00+05:30,12.969936,79.133318,egg_table,9.33,per_piece,,local shop
2026-07-05T19:10:00+05:30,12.934493,79.155964,auto_ride,47.0,per_ride,3.1,street quote
2026-07-05T19:10:00+05:30,12.969223,79.132977,auto_ride,80.0,per_ride,3.4,street quote
2026-07-12T18:40:00+05:30,12.932569,79.15762,egg_table,8.52,per_piece,,local shop
2026-06-28T19:10:00+05:30,12.901713,79.142049,auto_ride,68.0,per_ride,4.5,street quote
2026-06-05T18:40:00+05:30,12.968921,79.132398,egg_table,9.54,per_piece,,local shop
2026-06-29T19:10:00+05:30,12.933557,79.157867,auto_ride,69.0,per_ride,4.6,street quote
2026-07-22T19:10:00+05:30,12.970263,79.132656,auto_ride,80.0,per_ride,5.5,street quote
2026-06-10T18:40:00+05:30,12.907735,79.091958,egg_table,6.71,per_piece,,local shop
2026-06-01T18:40:00+05:30,12.934374,79.156147,egg_table,7.47,per_piece,,local shop
2026-07-25T12:00:00+05:30,,,tomato,31.0,per_kg,,no geotag
2026-08-10T18:40:00+05:30,12.967972,79.131784,egg_table,9.81,per_piece,,local shop
2026-07-01T19:10:00+05:30,12.968948,79.132714,auto_ride,80.0,per_ride,2.2,street quote
2026-06-08T18:40:00+05:30,12.934765,79.156912,egg_table,6.73,per_piece,,local shop
2026-07-04T18:40:00+05:30,12.969993,79.133388,egg_table,9.75,per_piece,,local shop
2026-07-21T18:40:00+05:30,12.970261,79.132952,egg_table,9.64,per_piece,,local shop
2026-06-21T19:10:00+05:30,12.934002,79.157709,auto_ride,86.0,per_ride,5.8,street quote
2026-07-03T19:10:00+05:30,12.906627,79.09134,auto_ride,37.0,per_ride,2.2,street quote
2026-06-21T18:40:00+05:30,12.900683,79.14113,egg_table,8.49,per_piece,,local shop
2026-06-30T19:10:00+05:30,12.934302,79.156578,auto_ride,83.0,per_ride,5.6,street quote
2026-05-27T18:40:00+05:30,12.901056,79.142895,egg_table,6.36,per_piece,,local shop
2026-07-11T18:40:00+05:30,12.969385,79.132782,egg_table,9.79,per_piece,,local shop
2026-05-12T19:10:00+05:30,12.900906,79.142123,auto_ride,48.0,per_ride,3.2,street quote
2026-07-22T18:40:00+05:30,12.89948,79.14275,egg_table,7.63,per_piece,,local shop
2026-07-27T18:40:00+05:30,12.968695,79.13227,egg_table,9.72,per_piece,,local shop
2026-06-26T19:10:00+05:30,12.904275,79.093364,auto_ride,64.0,per_ride,4.2,street quote
2026-07-06T19:10:00+05:30,12.905696,79.091832,auto_ride,91.0,per_ride,5.8,street quote
2026-06-27T19:10:00+05:30,12.969219,79.131382,auto_ride,80.0,per_ride,2.8,street quote
2026-05-25T19:10:00+05:30,12.907539,79.091984,auto_ride,79.0,per_ride,5.0,street quote
2026-06-26T18:40:00+05:30,12.968372,79.131405,egg_table,9.64,per_piece,,local shop
2026-07-17T19:10:00+05:30,12.907124,79.094192,auto_ride,84.0,per_ride,5.4,street quote
2026-05-06T12:00:00+05:30,,,tomato,31.0,per_kg,,no geotag
2026-08-10T18:40:00+05:30,12.90297,79.142216,egg_table,6.16,per_piece,,local shop
2026-07-21T18:40:00+05:30,12.906357,79.092959,egg_table,8.65,per_piece,,local shop
2026-05-20T19:10:00+05:30,12.905489,79.092334,auto_ride,91.0,per_ride,5.8,street quote
2026-05-16T19:10:00+05:30,12.934399,79.15709,auto_ride,91.0,per_ride,5.8,street quote
2026-05-08T19:10:00+05:30,12.90098,79.14192,auto_ride,78.0,per_ride,4.9,street quote
2026-07-15T18:40:00+05:30,12.969941,79.13332,egg_table,9.79,per_piece,,local shop
2026-08-05T19:10:00+05:30,12.934564,79.156645,auto_ride,33.0,per_ride,2.1,street quote
2026-06-08T18:40:00+05:30,12.907481,79.094491,egg_table,7.58,per_piece,,local shop
2026-08-10T17:20:00+05:30,12.95,79.33,egg_table,8.06,per_piece,,single-source zone
2026-06-26T18:40:00+05:30,12.900706,79.140883,egg_table,7.62,per_piece,,local shop
2026-05-07T19:10:00+05:30,12.935049,79.154359,auto_ride,83.0,per_ride,5.4,street quote
2026-07-26T18:40:00+05:30,12.905969,79.093448,egg_table,7.53,per_piece,,local shop
2026-06-12T19:10:00+05:30,12.969682,79.131686,auto_ride,90.0,per_ride,3.4,street quote
2026-05-03T18:40:00+05:30,12.933832,79.155514,egg_table,5.99,per_piece,,local shop
2026-06-24T19:10:00+05:30,12.97088,79.131721,auto_ride,80.0,per_ride,2.7,street quote
2026-07-27T19:10:00+05:30,12.905773,79.093767,auto_ride,33.0,per_ride,1.9,street quote
2026-05-15T18:40:00+05:30,12.971424,79.130444,egg_table,6.47,per_piece,,local shop
2026-07-29T17:20:00+05:30,12.95,79.33,egg_table,8.88,per_piece,,single-source zone
2026-06-07T19:10:00+05:30,12.93341,79.155741,auto_ride,30.0,per_ride,1.6,street quote
2026-07-26T19:10:00+05:30,12.906992,79.092724,auto_ride,71.0,per_ride,4.7,street quote
2026-06-02T19:10:00+05:30,12.901469,79.141935,auto_ride,63.0,per_ride,4.0,street quote
2026-07-30T18:40:00+05:30,12.906319,79.092759,egg_table,7.21,per_piece,,local shop
2026-05-15T19:10:00+05:30,12.934027,79.156505,auto_ride,41.0,per_ride,2.6,street quote
2026-08-02T18:40:00+05:30,12.933774,79.15851,egg_table,6.76,per_piece,,local shop
2026-05-06T19:10:00+05:30,12.934382,79.155971,auto_ride,60.0,per_ride,3.7,street quote
2026-07-27T19:10:00+05:30,12.904221,79.093469,auto_ride,71.0,per_ride,4.5,street quote
2026-07-07T18:40:00+05:30,12.899909,79.142184,egg_table,8.21,per_piece,,local shop
2026-07-27T18:40:00+05:30,12.900099,79.141943,egg_table,7.43,per_piece,,local shop
2026-05-11T19:10:00+05:30,12.969526,79.131496,auto_ride,47.0,per_ride,3.0,street quote
2026-08-08T19:10:00+05:30,12.905807,79.091486,auto_ride,39.0,per_ride,2.5,street quote
2026-05-07T18:40:00+05:30,12.900021,79.142903,egg_table,6.1,per_piece,,local shop
,12.9165,79.1325,egg_table,8.4,per_piece,,no timestamp
2026-06-25T18:40:00+05:30,12.901568,79.142062,egg_table,7.88,per_piece,,local shop
2026-06-03T18:40:00+05:30,12.970497,79.132147,egg_table,9.53,per_piece,,local shop
2026-07-09T18:40:00+05:30,12.906239,79.092791,egg_table,7.9,per_piece,,local shop
2026-07-09T18:40:00+05:30,12.968489,79.132477,egg_table,9.83,per_piece,,local shop
2026-07-19T18:40:00+05:30,12.905666,79.094003,egg_table,8.62,per_piece,,local shop
2026-05-27T19:10:00+05:30,12.933109,79.155951,auto_ride,61.0,per_ride,3.9,street quote
2026-07-31T18:40:00+05:30,12.904834,79.094006,egg_table,6.82,per_piece,,local shop
2026-06-18T19:10:00+05:30,12.905621,79.094177,auto_ride,31.0,per_ride,1.6,street quote
2026-07-03T19:10:00+05:30,12.969474,79.13324,auto_ride,80.0,per_ride,1.6,street quote
2026-05-19T19:10:00+05:30,12.971543,79.132663,auto_ride,43.0,per_ride,2.8,street quote
2026-08-01T17:20:00+05:30,12.95,79.33,egg_table,8.37,per_piece,,single-source zone
2026-07-11T18:40:00+05:30,12.906248,79.090556,egg_table,7.38,per_piece,,local shop
2026-05-19T18:40:00+05:30,12.968821,79.133258,egg_table,7.06,per_piece,,local shop
2026-06-22T19:10:00+05:30,12.905798,79.09405,auto_ride,53.0,per_ride,3.3,street quote
2026-07-17T18:40:00+05:30,12.971009,79.133515,egg_table,9.77,per_piece,,local shop
2026-05-16T19:10:00+05:30,12.901796,79.141371,auto_ride,84.0,per_ride,5.6,street quote
2026-07-20T19:10:00+05:30,12.906343,79.092133,auto_ride,49.0,per_ride,3.1,street quote
2026-07-01T19:10:00+05:30,12.9702,79.131464,auto_ride,80.0,per_ride,2.7,street quote
2026-07-10T19:10:00+05:30,12.904274,79.093963,auto_ride,76.0,per_ride,4.8,street quote
2026-06-29T18:40:00+05:30,12.899806,79.142401,egg_table,7.51,per_piece,,local shop
2026-07-07T18:40:00+05:30,12.907062,79.092977,egg_table,8.02,per_piece,,local shop
2026-06-28T19:10:00+05:30,12.934171,79.155065,auto_ride,46.0,per_ride,2.8,street quote
2026-05-17T19:10:00+05:30,12.933639,79.155378,auto_ride,55.0,per_ride,3.6,street quote
2026-05-17T19:10:00+05:30,12.905654,79.092657,auto_ride,37.0,per_ride,2.4,street quote
2026-06-03T18:40:00+05:30,12.933602,79.157586,egg_table,6.84,per_piece,,local shop
2026-07-24T18:40:00+05:30,12.900944,79.140855,egg_table,8.64,per_piece,,local shop
2026-06-23T19:10:00+05:30,12.904782,79.093225,auto_ride,30.0,per_ride,1.8,street quote
2026-07-04T18:40:00+05:30,12.906076,79.092769,egg_table,7.88,per_piece,,local shop
2026-08-01T19:10:00+05:30,12.901163,79.142952,auto_ride,51.0,per_ride,3.4,street quote
2026-05-25T18:40:00+05:30,12.906137,79.093188,egg_table,6.21,per_piece,,local shop
2026-05-13T19:10:00+05:30,12.901387,79.141829,auto_ride,79.0,per_ride,5.1,street quote
2026-06-15T18:40:00+05:30,12.901571,79.13889,egg_table,7.6,per_piece,,local shop
2026-06-23T19:10:00+05:30,12.905126,79.094746,auto_ride,32.0,per_ride,2.0,street quote
2026-06-03T19:10:00+05:30,12.96878,79.132861,auto_ride,90.0,per_ride,2.9,street quote
2026-05-03T19:10:00+05:30,12.901636,79.140898,auto_ride,70.0,per_ride,4.8,street quote
2026-05-20T18:40:00+05:30,12.968716,79.132555,egg_table,6.26,per_piece,,local shop
2026-07-27T19:10:00+05:30,12.932703,79.156497,auto_ride,78.0,per_ride,5.4,street quote
2026-08-01T18:40:00+05:30,12.969507,79.132716,egg_table,9.8,per_piece,,local shop
2026-06-19T19:10:00+05:30,12.932748,79.156471,auto_ride,34.0,per_ride,2.2,street quote
2026-07-06T18:40:00+05:30,12.905198,79.092936,egg_table,7.29,per_piece,,local shop
2026-06-29T19:10:00+05:30,12.901522,79.143633,auto_ride,80.0,per_ride,5.3,street quote
2026-05-19T19:10:00+05:30,12.97087,79.132541,auto_ride,30.0,per_ride,1.7,street quote
2026-07-16T18:40:00+05:30,12.970431,79.13185,egg_table,9.78,per_piece,,local shop
2026-05-17T19:10:00+05:30,12.969195,79.133075,auto_ride,54.0,per_ride,3.5,street quote
2026-07-28T17:20:00+05:30,12.9504,79.3305,egg_table,9.3,per_piece,,single-source zone
2026-05-17T18:40:00+05:30,12.934656,79.155344,egg_table,6.78,per_piece,,local shop
2026-07-29T19:10:00+05:30,12.968534,79.132892,auto_ride,90.0,per_ride,3.9,street quote
2026-05-01T18:40:00+05:30,12.934925,79.154599,egg_table,6.57,per_piece,,local shop
2026-05-27T18:40:00+05:30,12.935291,79.155027,egg_table,7.02,per_piece,,local shop
2026-05-11T18:40:00+05:30,12.933002,79.155387,egg_table,6.91,per_piece,,local shop
2026-07-20T19:10:00+05:30,12.934366,79.155498,auto_ride,81.0,per_ride,5.3,street quote
2026-05-23T19:10:00+05:30,12.906445,79.093142,auto_ride,59.0,per_ride,3.7,street quote
2026-06-26T19:10:00+05:30,12.934074,79.157221,auto_ride,45.0,per_ride,2.8,street quote
2026-07-04T18:40:00+05:30,12.900694,79.139914,egg_table,8.3,per_piece,,local shop
2026-05-16T19:10:00+05:30,12.933226,79.155767,auto_ride,60.0,per_ride,3.8,street quote
2026-06-17T12:00:00+05:30,,,tomato,31.0,per_kg,,no geotag
2026-06-15T18:40:00+05:30,12.906555,79.092744,egg_table,7.79,per_piece,,local shop
2026-08-10T18:40:00+05:30,12.900779,79.143849,egg_table,6.41,per_piece,,local shop
2026-07-23T19:10:00+05:30,12.970073,79.132846,auto_ride,80.0,per_ride,4.5,street quote
2026-07-26T17:20:00+05:30,12.9504,79.3305,egg_table,9.69,per_piece,,single-source zone
2026-05-03T18:40:00+05:30,12.905675,79.094375,egg_table,6.61,per_piece,,local shop
2026-06-04T18:40:00+05:30,12.906087,79.093368,egg_table,7.24,per_piece,,local shop
2026-06-06T18:40:00+05:30,12.933062,79.156074,egg_table,7.32,per_piece,,local shop
2026-07-06T17:20:00+05:30,12.9504,79.3305,egg_table,9.7,per_piece,,single-source zone
2026-05-20T19:10:00+05:30,12.907183,79.092833,auto_ride,30.0,per_ride,1.5,street quote
2026-05-24T18:40:00+05:30,12.901361,79.140168,egg_table,7.43,per_piece,,local shop
2026-05-19T19:10:00+05:30,12.905384,79.093707,auto_ride,37.0,per_ride,2.2,street quote
2026-08-06T17:20:00+05:30,12.9504,79.3305,egg_table,7.94,per_piece,,single-source zone
2026-07-29T19:10:00+05:30,12.901548,79.141485,auto_ride,42.0,per_ride,2.8,street quote
2026-05-12T19:10:00+05:30,12.90001,79.143295,auto_ride,82.0,per_ride,5.3,street quote
2026-06-19T19:10:00+05:30,12.901965,79.141647,auto_ride,40.0,per_ride,2.4,street quote
2026-07-20T18:40:00+05:30,12.901208,79.142402,egg_table,8.63,per_piece,,local shop
2026-08-04T18:40:00+05:30,12.933756,79.155161,egg_table,6.96,per_piece,,local shop
2026-07-19T18:40:00+05:30,12.904326,79.094062,egg_table,8.38,per_piece,,local shop
2026-05-27T19:10:00+05:30,12.967568,79.132731,auto_ride,51.0,per_ride,3.2,street quote
2026-06-03T19:10:00+05:30,12.934795,79.156287,auto_ride,67.0,per_ride,4.2,street quote
2026-06-06T18:40:00+05:30,12.934053,79.155224,egg_table,7.23,per_piece,,local shop
2026-07-23T18:40:00+05:30,12.906343,79.092691,egg_table,8.65,per_piece,,local shop
2026-07-18T18:40:00+05:30,12.934084,79.156342,egg_table,8.56,per_piece,,local shop
2026-05-05T18:40:00+05:30,12.968624,79.13318,egg_table,6.1,per_piece,,local shop
2026-07-30T19:10:00+05:30,12.906169,79.09472,auto_ride,58.0,per_ride,3.6,street quote
2026-05-15T19:10:00+05:30,12.906144,79.092078,auto_ride,46.0,per_ride,3.0,street quote
2026-07-12T18:40:00+05:30,12.971765,79.132527,egg_table,9.79,per_piece,,local shop
2026-06-30T19:10:00+05:30,12.900108,79.142105,auto_ride,76.0,per_ride,4.9,street quote
2026-07-01T19:10:00+05:30,12.900592,79.143212,auto_ride,88.0,per_ride,5.9,street quote
2026-06-02T18:40:00+05:30,12.906768,79.092193,egg_table,7.21,per_piece,,local shop
2026-06-10T19:10:00+05:30,12.934453,79.156166,auto_ride,54.0,per_ride,3.3,street quote
2026-08-07T19:10:00+05:30,12.934611,79.155279,auto_ride,77.0,per_ride,4.8,street quote
2026-07-08T18:40:00+05:30,12.905469,79.093157,egg_table,7.82,per_piece,,local shop
2026-06-18T19:10:00+05:30,12.934798,79.15521,auto_ride,35.0,per_ride,2.1,street quote
2026-06-19T19:10:00+05:30,12.934411,79.156987,auto_ride,47.0,per_ride,3.0,street quote
2026-07-15T18:40:00+05:30,12.901795,79.143019,egg_table,7.67,per_piece,,local shop
2026-05-24T19:10:00+05:30,12.969183,79.131194,auto_ride,41.0,per_ride,2.5,street quote
2026-07-30T18:40:00+05:30,12.934813,79.153535,egg_table,7.09,per_piece,,local shop
2026-07-22T18:40:00+05:30,12.934121,79.154843,egg_table,8.61,per_piece,,local shop
2026-08-02T18:40:00+05:30,12.906871,79.09308,egg_table,7.05,per_piece,,local shop
2026-05-28T19:10:00+05:30,12.968292,79.132317,auto_ride,75.0,per_ride,4.8,street quote
2026-07-14T17:20:00+05:30,12.95,79.33,egg_table,9.87,per_piece,,single-source zone
2026-06-30T19:10:00+05:30,12.968705,79.132125,auto_ride,70.0,per_ride,4.8,street quote
2026-05-08T19:10:00+05:30,12.969363,79.131175,auto_ride,67.0,per_ride,4.3,street quote
2026-07-10T17:20:00+05:30,12.95,79.33,egg_table,9.53,per_piece,,single-source zone
2026-05-17T18:40:00+05:30,12.906925,79.093627,egg_table,6.66,per_piece,,local shop
2026-06-24T18:40:00+05:30,12.900627,79.142899,egg_table,7.54,per_piece,,local shop
2026-07-30T18:40:00+05:30,12.969954,79.134035,egg_table,9.82,per_piece,,local shop
2026-05-25T18:40:00+05:30,12.934334,79.155774,egg_table,6.36,per_piece,,local shop
2026-07-01T18:40:00+05:30,12.901626,79.141157,egg_table,7.07,per_piece,,local shop
2026-06-20T19:10:00+05:30,12.933637,79.155748,auto_ride,89.0,per_ride,5.7,street quote
2026-06-01T18:40:00+05:30,12.902561,79.143616,egg_table,7.29,per_piece,,local shop
2026-05-27T18:40:00+05:30,12.905385,79.092962,egg_table,6.92,per_piece,,local shop
2026-08-04T12:00:00+05:30,,,tomato,31.0,per_kg,,no geotag
2026-08-08T18:40:00+05:30,12.906495,79.093023,egg_table,6.41,per_piece,,local shop
2026-07-24T18:40:00+05:30,12.935978,79.155961,egg_table,7.71,per_piece,,local shop
2026-06-29T19:10:00+05:30,12.971893,79.131954,auto_ride,80.0,per_ride,5.0,street quote
2026-06-20T18:40:00+05:30,12.901948,79.141429,egg_table,8.33,per_piece,,local shop
2026-05-14T18:40:00+05:30,12.90155,79.141235,egg_table,6.96,per_piece,,local shop
2026-06-10T18:40:00+05:30,12.933544,79.155105,egg_table,7.02,per_piece,,local shop
2026-05-05T19:10:00+05:30,12.933114,79.156701,auto_ride,82.0,per_ride,5.7,street quote
2026-06-03T19:10:00+05:30,12.969401,79.132085,auto_ride,70.0,per_ride,2.1,street quote
2026-07-23T18:40:00+05:30,12.97075,79.132937,egg_table,9.66,per_piece,,local shop
2026-06-09T19:10:00+05:30,12.905167,79.091912,auto_ride,83.0,per_ride,5.6,street quote
2026-07-21T17:20:00+05:30,12.9504,79.3305,egg_table,9.94,per_piece,,single-source zone
2026-07-25T19:10:00+05:30,12.902092,79.143972,auto_ride,30.0,per_ride,1.7,street quote
2026-05-16T19:10:00+05:30,12.900117,79.140988,auto_ride,52.0,per_ride,3.5,street quote
2026-05-05T19:10:00+05:30,12.968049,79.132452,auto_ride,30.0,per_ride,1.8,street quote
2026-06-29T17:20:00+05:30,12.9504,79.3305,egg_table,9.63,per_piece,,single-source zone
2026-05-12T18:40:00+05:30,12.969879,79.132063,egg_table,6.41,per_piece,,local shop
2026-07-20T19:10:00+05:30,12.901506,79.140785,auto_ride,41.0,per_ride,2.5,street quote
2026-05-12T19:10:00+05:30,12.969641,79.133466,auto_ride,47.0,per_ride,2.9,street quote
2026-07-20T18:40:00+05:30,12.904796,79.091562,egg_table,8.8,per_piece,,local shop
2026-05-31T18:40:00+05:30,12.934034,79.154633,egg_table,7.25,per_piece,,local shop
2026-06-19T19:10:00+05:30,12.933616,79.155537,auto_ride,57.0,per_ride,3.7,street quote
2026-05-25T18:40:00+05:30,12.90598,79.090413,egg_table,7.1,per_piece,,local shop
2026-07-07T18:40:00+05:30,12.907091,79.093774,egg_table,8.06,per_piece,,local shop
2026-07-16T17:20:00+05:30,12.9504,79.3305,egg_table,9.91,per_piece,,single-source zone
2026-06-01T18:40:00+05:30,12.968476,79.134479,egg_table,9.7,per_piece,,local shop
2026-06-24T19:10:00+05:30,12.902231,79.140343,auto_ride,38.0,per_ride,2.3,street quote
2026-06-08T18:40:00+05:30,12.934404,79.157293,egg_table,6.98,per_piece,,local shop
2026-05-03T19:10:00+05:30,12.933344,79.157458,auto_ride,80.0,per_ride,5.4,street quote
2026-05-28T18:40:00+05:30,12.901051,79.143086,egg_table,7.04,per_piece,,local shop
2026-05-10T19:10:00+05:30,12.905502,79.093115,auto_ride,71.0,per_ride,4.9,street quote
2026-07-01T18:40:00+05:30,12.905442,79.092605,egg_table,8.46,per_piece,,local shop
2026-07-27T18:40:00+05:30,12.933802,79.155025,egg_table,7.7,per_piece,,local shop
2026-07-31T17:20:00+05:30,12.9504,79.3305,egg_table,8.82,per_piece,,single-source zone
2026-05-19T12:00:00+05:30,,,tomato,31.0,per_kg,,no geotag
2026-05-14T19:10:00+05:30,12.968861,79.132396,auto_ride,57.0,per_ride,3.9,street quote
2026-05-17T18:40:00+05:30,12.901495,79.14193,egg_table,6.97,per_piece,,local shop
2026-05-11T19:10:00+05:30,12.906575,79.092664,auto_ride,42.0,per_ride,2.8,street quote
2026-06-25T18:40:00+05:30,12.901845,79.141901,egg_table,8.18,per_piece,,local shop
2026-07-09T18:40:00+05:30,12.905491,79.092866,egg_table,8.29,per_piece,,local shop
