Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Arrivals (Tonnes),Price Date
36,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2281,2932,2591,129.64,01 Jan 2026
37,Vellore,vellore_arakkonam,Onion,Local,FAQ,1801,2235,1997,149.19,01 Jul 2025
38,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1954,2511,2265,94.63,01 Jul 2025
39,Vellore,vellore_market,Onion,Local,FAQ,1741,2141,1993,160.89,01 Jul 2025
40,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1792,2299,2057,84.07,01 Jul 2025
41,Vellore,vellore_arakkonam,Onion,Local,FAQ,1674,2025,1849,161.48,01 Jul 2026
42,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1901,2365,2125,106.1,01 Jul 2026
43,Vellore,vellore_market,Onion,Local,FAQ,1936,2358,2110,108.99,01 Jul 2026
44,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1704,2054,1911,90.35,01 Jul 2026
45,Vellore,vellore_arakkonam,Onion,Local,FAQ,2261,2921,2574,116.78,01 Jun 2025
46,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2085,2688,2366,103.15,01 Jun 2025
47,Vellore,vellore_market,Onion,Local,FAQ,1772,2096,1918,180.47,01 Jun 2025
48,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2189,2661,2460,86.88,01 Jun 2025
49,Vellore,vellore_arakkonam,Onion,Local,FAQ,2005,2636,2302,170.82,01 Jun 2026
50,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2161,2622,2427,93.26,01 Jun 2026
51,Vellore,vellore_market,Onion,Local,FAQ,2150,2554,2321,99.25,01 Jun 2026
52,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2379,3050,2683,72.61,01 Jun 2026
53,Vellore,vellore_arakkonam,Onion,Local,FAQ,2517,3061,2860,153.03,01 Mar 2025
54,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2892,3611,3259,113.41,01 Mar 2025
55,Vellore,vellore_market,Onion,Local,FAQ,2463,3209,2794,178.99,01 Mar 2025
56,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2377,2910,2565,167.19,01 Mar 2025
57,Vellore,vellore_arakkonam,Onion,Local,FAQ,2512,3081,2835,206.33,01 Mar 2026
58,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2423,2945,2628,178.33,01 Mar 2026
59,Vellore,vellore_market,Onion,Local,FAQ,1951,2410,2183,290.86,01 Mar 2026
60,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2117,2618,2439,216.59,01 Mar 2026
61,Vellore,vellore_arakkonam,Onion,Local,FAQ,2125,2603,2377,149.49,01 May 2025
62,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2413,2948,2679,123.55,01 May 2025
63,Vellore,vellore_market,Onion,Local,FAQ,2383,3071,2732,128.63,01 May 2025
64,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2410,2896,2605,98.53,01 May 2025
65,Vellore,vellore_arakkonam,Onion,Local,FAQ,2464,3068,2864,149.78,01 May 2026
66,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1915,2442,2183,153.7,01 May 2026
67,Vellore,vellore_market,Onion,Local,FAQ,2342,2889,2539,156.3,01 May 2026
68,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1906,2393,2176,138.95,01 May 2026
69,Vellore,vellore_arakkonam,Onion,Local,FAQ,1559,1898,1723,199.64,01 Nov 2025
70,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1847,2267,2016,154.42,01 Nov 2025
71,Vellore,vellore_market,Onion,Local,FAQ,1642,2108,1860,169.2,01 Nov 2025
72,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1941,2482,2190,94.16,01 Nov 2025
73,Vellore,vellore_arakkonam,Onion,Local,FAQ,1720,2238,1975,135.41,01 Oct 2025
74,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1528,1853,1662,167.02,01 Oct 2025
75,Vellore,vellore_market,Onion,Local,FAQ,1450,1801,1662,151.27,01 Oct 2025
76,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1825,2300,2023,75.5,01 Oct 2025
77,Vellore,vellore_arakkonam,Onion,Local,FAQ,1641,2088,1835,108.62,01 Sep 2025
78,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1605,1984,1767,100.04,01 Sep 2025
79,Vellore,vellore_market,Onion,Local,FAQ,1318,1653,1509,167.07,01 Sep 2025
80,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1805,2230,2062,70.34,01 Sep 2025
81,Vellore,vellore_arakkonam,Onion,Local,FAQ,2638,3425,3047,133.14,02 Apr 2025
82,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2371,3020,2684,155.33,02 Apr 2025
83,Vellore,vellore_market,Onion,Local,FAQ,2375,2748,2558,162.88,02 Apr 2025
84,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2444,3020,2702,131.75,02 Apr 2025
85,Vellore,vellore_arakkonam,Onion,Local,FAQ,2107,2777,2426,238.25,02 Apr 2026
86,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2412,3071,2706,149.23,02 Apr 2026
87,Vellore,vellore_market,Onion,Local,FAQ,2222,2710,2423,183.01,02 Apr 2026
88,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2266,2938,2601,111.33,02 Apr 2026
89,Vellore,vellore_arakkonam,Onion,Local,FAQ,1672,2107,1881,137.65,02 Aug 2025
90,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1472,1879,1701,106.92,02 Aug 2025
91,Vellore,vellore_market,Onion,Local,FAQ,1808,2395,2090,84.3,02 Aug 2025
92,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1585,1944,1717,100.95,02 Aug 2025
93,Vellore,vellore_arakkonam,Onion,Local,FAQ,1816,2204,2051,108.67,02 Aug 2026
94,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1668,2016,1830,76.29,02 Aug 2026
95,Vellore,vellore_market,Onion,Local,FAQ,1920,2447,2144,93.26,02 Aug 2026
96,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1581,1978,1739,104.36,02 Aug 2026
97,Vellore,vellore_arakkonam,Onion,Local,FAQ,2341,2842,2536,159.64,02 Dec 2025
98,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1948,2341,2128,158.12,02 Dec 2025
99,Vellore,vellore_market,Onion,Local,FAQ,1820,2192,2034,214.03,02 Dec 2025
100,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2207,2704,2483,105.25,02 Dec 2025
101,Vellore,vellore_arakkonam,Onion,Local,FAQ,2821,3403,3120,168.28,02 Feb 2025
102,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2397,2926,2591,173.14,02 Feb 2025
103,Vellore,vellore_market,Onion,Local,FAQ,2181,2802,2531,225.32,02 Feb 2025
104,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2080,2568,2386,163.65,02 Feb 2025
105,Vellore,vellore_arakkonam,Onion,Local,FAQ,2184,2774,2456,218.04,02 Feb 2026
106,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2265,2787,2580,183.86,02 Feb 2026
107,Vellore,vellore_market,Onion,Local,FAQ,2054,2598,2262,265.78,02 Feb 2026
108,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2487,3210,2798,123.69,02 Feb 2026
109,Vellore,vellore_arakkonam,Onion,Local,FAQ,2346,2866,2590,181.3,02 Jan 2025
110,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2256,2900,2553,149.39,02 Jan 2025
111,Vellore,vellore_market,Onion,Local,FAQ,1827,2319,2062,260.09,02 Jan 2025
112,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2317,2869,2569,136.29,02 Jan 2025
113,Vellore,vellore_arakkonam,Onion,Local,FAQ,2912,3498,3142,162.73,02 Jan 2026
114,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2068,2682,2403,169.53,02 Jan 2026
115,Vellore,vellore_market,Onion,Local,FAQ,2131,2631,2417,199.28,02 Jan 2026
116,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1997,2399,2233,174.51,02 Jan 2026
117,Vellore,vellore_arakkonam,Onion,Local,FAQ,1973,2392,2168,120.71,02 Jul 2025
118,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1911,2371,2095,104.45,02 Jul 2025
119,Vellore,vellore_market,Onion,Local,FAQ,2106,2634,2301,106.86,02 Jul 2025
120,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2128,2763,2403,57.74,02 Jul 2025
121,Vellore,vellore_arakkonam,Onion,Local,FAQ,1853,2417,2138,103.56,02 Jul 2026
122,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1692,2177,1920,127.0,02 Jul 2026
123,Vellore,vellore_market,Onion,Local,FAQ,1792,2286,2046,116.79,02 Jul 2026
124,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1676,2007,1853,95.15,02 Jul 2026
125,Vellore,vellore_arakkonam,Onion,Local,FAQ,2108,2671,2362,148.33,02 Jun 2025
126,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2048,2498,2243,114.69,02 Jun 2025
127,Vellore,vellore_market,Onion,Local,FAQ,2110,2536,2368,102.56,02 Jun 2025
128,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2565,3216,2949,64.15,02 Jun 2025
129,Vellore,vellore_arakkonam,Onion,Local,FAQ,1997,2600,2285,171.39,02 Jun 2026
130,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2120,2684,2406,102.14,02 Jun 2026
131,Vellore,vellore_market,Onion,Local,FAQ,2235,2618,2435,98.34,02 Jun 2026
132,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2034,2525,2199,115.02,02 Jun 2026
133,Vellore,vellore_arakkonam,Onion,Local,FAQ,2028,2548,2283,252.17,02 Mar 2025
134,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2656,3248,2961,122.12,02 Mar 2025
135,Vellore,vellore_market,Onion,Local,FAQ,2233,2620,2439,242.17,02 Mar 2025
136,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2528,3226,2833,146.73,02 Mar 2025
137,Vellore,vellore_arakkonam,Onion,Local,FAQ,2011,2602,2333,313.39,02 Mar 2026
138,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2545,3221,2918,140.39,02 Mar 2026
139,Vellore,vellore_market,Onion,Local,FAQ,2293,2803,2520,224.84,02 Mar 2026
140,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2589,3217,2883,140.41,02 Mar 2026
141,Vellore,vellore_arakkonam,Onion,Local,FAQ,2114,2617,2416,152.94,02 May 2025
142,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2076,2594,2398,132.81,02 May 2025
143,Vellore,vellore_market,Onion,Local,FAQ,2178,2578,2406,165.23,02 May 2025
144,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2304,2970,2656,91.97,02 May 2025
145,Vellore,vellore_arakkonam,Onion,Local,FAQ,2029,2513,2341,227.64,02 May 2026
146,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2224,2871,2583,120.56,02 May 2026
147,Vellore,vellore_market,Onion,Local,FAQ,2084,2672,2363,191.07,02 May 2026
148,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1842,2196,2049,156.29,02 May 2026
149,Vellore,vellore_arakkonam,Onion,Local,FAQ,1568,1866,1730,232.18,02 Nov 2025
150,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1843,2387,2132,135.18,02 Nov 2025
151,Vellore,vellore_market,Onion,Local,FAQ,1442,1801,1659,219.27,02 Nov 2025
152,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1721,2030,1868,134.39,02 Nov 2025
153,Vellore,vellore_arakkonam,Onion,Local,FAQ,1802,2208,2061,122.09,02 Oct 2025
154,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1533,2039,1777,136.25,02 Oct 2025
155,Vellore,vellore_market,Onion,Local,FAQ,1421,1761,1542,175.98,02 Oct 2025
156,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1549,1861,1685,114.87,02 Oct 2025
157,Vellore,vellore_arakkonam,Onion,Local,FAQ,1283,1572,1469,212.94,02 Sep 2025
158,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1364,1670,1542,143.4,02 Sep 2025
159,Vellore,vellore_market,Onion,Local,FAQ,1688,2106,1959,88.18,02 Sep 2025
160,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1542,1835,1676,102.45,02 Sep 2025
161,Vellore,vellore_arakkonam,Onion,Local,FAQ,2027,2565,2266,272.78,03 Apr 2025
162,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2267,2962,2588,178.92,03 Apr 2025
163,Vellore,vellore_market,Onion,Local,FAQ,2357,3045,2689,157.77,03 Apr 2025
164,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2755,3328,3027,100.31,03 Apr 2025
165,Vellore,vellore_arakkonam,Onion,Local,FAQ,2454,2961,2656,188.12,03 Apr 2026
166,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2790,3337,3003,115.96,03 Apr 2026
167,Vellore,vellore_market,Onion,Local,FAQ,1990,2449,2247,197.61,03 Apr 2026
168,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2246,2692,2456,135.12,03 Apr 2026
169,Vellore,vellore_arakkonam,Onion,Local,FAQ,1751,2322,2026,124.68,03 Aug 2025
170,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1460,1862,1631,107.57,03 Aug 2025
171,Vellore,vellore_market,Onion,Local,FAQ,1765,2281,1987,88.44,03 Aug 2025
172,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1765,2091,1918,73.89,03 Aug 2025
173,Vellore,vellore_arakkonam,Onion,Local,FAQ,1550,1897,1704,163.94,03 Aug 2026
174,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1520,1991,1742,88.06,03 Aug 2026
175,Vellore,vellore_market,Onion,Local,FAQ,1862,2237,2022,106.87,03 Aug 2026
176,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1557,1900,1721,98.57,03 Aug 2026
177,Vellore,vellore_arakkonam,Onion,Local,FAQ,2069,2715,2377,167.27,03 Dec 2025
178,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2031,2431,2219,147.07,03 Dec 2025
179,Vellore,vellore_market,Onion,Local,FAQ,1792,2173,1984,221.06,03 Dec 2025
180,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2056,2566,2351,122.89,03 Dec 2025
181,Vellore,vellore_arakkonam,Onion,Local,FAQ,2500,3198,2885,180.06,03 Feb 2025
182,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2175,2628,2406,220.77,03 Feb 2025
183,Vellore,vellore_market,Onion,Local,FAQ,2615,3260,2929,164.86,03 Feb 2025
184,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2078,2462,2262,182.7,03 Feb 2025
185,Vellore,vellore_arakkonam,Onion,Local,FAQ,1987,2568,2254,245.55,03 Feb 2026
186,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2248,2644,2465,203.46,03 Feb 2026
187,Vellore,vellore_market,Onion,Local,FAQ,2891,3674,3286,120.53,03 Feb 2026
188,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2353,3018,2628,145.1,03 Feb 2026
189,Vellore,vellore_arakkonam,Onion,Local,FAQ,2484,2969,2699,163.67,03 Jan 2025
190,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2534,2928,2730,138.52,03 Jan 2025
191,Vellore,vellore_market,Onion,Local,FAQ,1880,2317,2110,255.17,03 Jan 2025
192,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2544,3155,2778,114.49,03 Jan 2025
193,Vellore,vellore_arakkonam,Onion,Local,FAQ,2491,3138,2791,199.26,03 Jan 2026
194,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2204,2674,2376,182.69,03 Jan 2026
195,Vellore,vellore_market,Onion,Local,FAQ,2064,2696,2350,203.8,03 Jan 2026
196,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1965,2292,2126,185.29,03 Jan 2026
197,Vellore,vellore_arakkonam,Onion,Local,FAQ,2164,2743,2514,92.64,03 Jul 2025
198,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1755,2047,1891,124.3,03 Jul 2025
199,Vellore,vellore_market,Onion,Local,FAQ,1999,2625,2288,117.57,03 Jul 2025
200,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1834,2304,2040,87.7,03 Jul 2025
201,Vellore,vellore_arakkonam,Onion,Local,FAQ,1731,2123,1897,135.33,03 Jul 2026
202,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1897,2402,2182,90.51,03 Jul 2026
203,Vellore,vellore_market,Onion,Local,FAQ,2094,2485,2265,94.26,03 Jul 2026
204,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2025,2501,2232,63.37,03 Jul 2026
205,Vellore,vellore_arakkonam,Onion,Local,FAQ,1831,2357,2107,174.92,03 Jun 2025
206,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1909,2261,2085,131.25,03 Jun 2025
207,Vellore,vellore_market,Onion,Local,FAQ,1822,2370,2064,149.95,03 Jun 2025
208,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2021,2443,2249,120.3,03 Jun 2025
209,Vellore,vellore_arakkonam,Onion,Local,FAQ,2524,3165,2820,101.22,03 Jun 2026
210,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2216,2769,2411,102.58,03 Jun 2026
211,Vellore,vellore_market,Onion,Local,FAQ,1726,2184,1979,168.76,03 Jun 2026
212,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1800,2292,2079,122.28,03 Jun 2026
213,Vellore,vellore_arakkonam,Onion,Local,FAQ,2117,2739,2388,246.1,03 Mar 2025
214,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2507,2912,2700,156.94,03 Mar 2025
215,Vellore,vellore_market,Onion,Local,FAQ,2304,2982,2653,181.88,03 Mar 2025
216,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2354,2872,2645,173.67,03 Mar 2025
217,Vellore,vellore_arakkonam,Onion,Local,FAQ,2811,3480,3105,141.27,03 Mar 2026
218,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2811,3505,3052,129.67,03 Mar 2026
219,Vellore,vellore_market,Onion,Local,FAQ,2535,3191,2822,189.59,03 Mar 2026
220,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2866,3392,3085,113.72,03 Mar 2026
221,Vellore,vellore_arakkonam,Onion,Local,FAQ,2127,2690,2377,158.46,03 May 2025
222,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1806,2290,2086,178.01,03 May 2025
223,Vellore,vellore_market,Onion,Local,FAQ,2211,2877,2521,152.03,03 May 2025
224,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2223,2749,2531,100.91,03 May 2025
225,Vellore,vellore_arakkonam,Onion,Local,FAQ,2004,2393,2170,240.3,03 May 2026
226,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2129,2653,2392,147.99,03 May 2026
227,Vellore,vellore_market,Onion,Local,FAQ,3077,3621,3365,83.67,03 May 2026
228,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1760,2226,2011,172.07,03 May 2026
229,Vellore,vellore_arakkonam,Onion,Local,FAQ,1669,2081,1938,184.86,03 Nov 2025
230,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2001,2452,2153,127.31,03 Nov 2025
231,Vellore,vellore_market,Onion,Local,FAQ,1689,2099,1928,168.05,03 Nov 2025
232,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1645,1982,1843,156.57,03 Nov 2025
233,Vellore,vellore_arakkonam,Onion,Local,FAQ,1692,2091,1904,147.69,03 Oct 2025
234,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1808,2250,2047,101.55,03 Oct 2025
235,Vellore,vellore_market,Onion,Local,FAQ,1595,1988,1831,129.85,03 Oct 2025
236,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1611,2028,1857,96.95,03 Oct 2025
237,Vellore,vellore_arakkonam,Onion,Local,FAQ,1669,2097,1876,116.99,03 Sep 2025
238,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1992,2425,2173,59.43,03 Sep 2025
239,Vellore,vellore_market,Onion,Local,FAQ,1595,1946,1755,122.34,03 Sep 2025
240,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1490,1921,1691,98.02,03 Sep 2025
241,Vellore,vellore_arakkonam,Onion,Local,FAQ,2483,3085,2689,181.54,04 Apr 2025
242,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2727,3302,2936,146.97,04 Apr 2025
243,Vellore,vellore_market,Onion,Local,FAQ,2243,2919,2589,153.09,04 Apr 2025
244,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2162,2664,2419,153.67,04 Apr 2025
245,Vellore,vellore_arakkonam,Onion,Local,FAQ,2012,2450,2261,280.03,04 Apr 2026
246,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2325,2866,2632,160.4,04 Apr 2026
247,Vellore,vellore_market,Onion,Local,FAQ,2045,2553,2289,207.36,04 Apr 2026
248,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2343,2806,2556,121.69,04 Apr 2026
249,Vellore,vellore_arakkonam,Onion,Local,FAQ,1569,2039,1808,149.62,04 Aug 2025
250,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1995,2313,2157,63.26,04 Aug 2025
251,Vellore,vellore_market,Onion,Local,FAQ,1526,1934,1703,135.98,04 Aug 2025
252,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1482,1858,1709,83.41,04 Aug 2025
253,Vellore,vellore_arakkonam,Onion,Local,FAQ,1474,1832,1631,166.23,04 Aug 2026
254,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1414,1779,1583,134.69,04 Aug 2026
255,Vellore,vellore_market,Onion,Local,FAQ,1814,2135,1969,111.79,04 Aug 2026
256,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1594,1949,1790,82.88,04 Aug 2026
257,Vellore,vellore_arakkonam,Onion,Local,FAQ,2165,2601,2419,151.22,04 Dec 2025
258,Vellore,vellore_gudiyatham,Onion,Local,FAQ,1940,2367,2113,178.62,04 Dec 2025
259,Vellore,vellore_market,Onion,Local,FAQ,2282,2939,2591,122.68,04 Dec 2025
260,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,1823,2253,1985,195.13,04 Dec 2025
261,Vellore,vellore_arakkonam,Onion,Local,FAQ,2670,3265,2878,184.39,04 Feb 2025
262,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2507,3084,2840,147.75,04 Feb 2025
263,Vellore,vellore_market,Onion,Local,FAQ,2374,2952,2630,213.97,04 Feb 2025
264,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2021,2611,2273,175.52,04 Feb 2025
265,Vellore,vellore_arakkonam,Onion,Local,FAQ,2108,2636,2432,206.21,04 Feb 2026
266,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2160,2510,2335,245.17,04 Feb 2026
267,Vellore,vellore_market,Onion,Local,FAQ,2322,2823,2567,192.12,04 Feb 2026
268,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2625,3181,2904,104.88,04 Feb 2026
269,Vellore,vellore_arakkonam,Onion,Local,FAQ,1758,2133,1978,332.52,04 Jan 2025
270,Vellore,vellore_gudiyatham,Onion,Local,FAQ,2666,3123,2918,112.26,04 Jan 2025
271,Vellore,vellore_market,Onion,Local,FAQ,2202,2637,2380,201.23,04 Jan 2025
272,Vellore,vellore_vaniyambadi,Onion,Local,FAQ,2214,2703,2410,152.76,04 Jan 2025
273,Vellore,vellore_arakkonam,Onion,Local,FAQ,2442,3076,2676,198.49,04 Jan 2026
